,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30407,32.0,student,married,high.school,no,yes,no,cellular,apr,thu,753.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
32105,33.0,services,married,high.school,no,yes,no,cellular,may,fri,88.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
1608,32.0,unknown,unknown,university.degree,no,no,no,telephone,may,fri,617.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
39614,78.0,retired,divorced,basic.4y,no,yes,no,cellular,may,fri,218.0,2,7.0,2.0,success,-1.8,93.876,-40.0,0.682,5008.7,no
28589,37.0,admin.,married,university.degree,no,yes,no,cellular,apr,wed,135.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
39787,25.0,services,single,unknown,no,yes,no,cellular,jun,tue,154.0,2,3.0,3.0,success,-1.7,94.055,-39.8,0.7020000000000001,4991.6,yes
36311,72.0,admin.,married,university.degree,no,yes,no,cellular,jun,mon,134.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
9818,44.0,services,married,unknown,no,no,no,telephone,jun,wed,360.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
40381,47.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,470.0,1,4.0,2.0,success,-1.7,94.027,-38.3,0.9,4991.6,yes
24392,37.0,unemployed,married,high.school,no,no,no,cellular,nov,mon,55.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
20271,39.0,admin.,married,high.school,no,yes,no,cellular,aug,mon,154.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7622,38.0,services,married,high.school,no,no,no,telephone,may,fri,510.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28434,29.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1042.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
34470,33.0,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,1075.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
10153,44.0,management,divorced,university.degree,no,yes,yes,telephone,jun,thu,37.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
24790,35.0,admin.,married,high.school,no,no,no,cellular,nov,tue,95.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
7515,28.0,technician,single,high.school,no,no,no,telephone,may,fri,184.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37068,32.0,admin.,single,university.degree,no,yes,no,cellular,jul,wed,210.0,5,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,yes
29223,41.0,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,114.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40801,53.0,technician,married,university.degree,no,no,no,cellular,sep,thu,156.0,2,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
25218,32.0,student,single,university.degree,no,yes,no,cellular,nov,tue,203.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
12766,35.0,technician,married,high.school,unknown,yes,no,cellular,jul,tue,740.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
29037,47.0,admin.,married,high.school,unknown,unknown,unknown,cellular,apr,fri,499.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39403,32.0,admin.,single,university.degree,no,yes,no,cellular,apr,thu,358.0,2,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.635,5008.7,yes
27170,52.0,technician,married,basic.9y,no,yes,no,cellular,nov,fri,44.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
34076,34.0,self-employed,single,university.degree,no,no,no,cellular,may,wed,340.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
37152,20.0,student,single,high.school,no,no,yes,cellular,aug,wed,254.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes
36676,31.0,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,207.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
28499,30.0,admin.,married,university.degree,no,yes,no,cellular,apr,tue,496.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
39258,26.0,student,single,high.school,no,no,no,cellular,mar,fri,215.0,1,6.0,3.0,success,-1.8,93.369,-34.8,0.649,5008.7,yes
36673,25.0,student,married,university.degree,no,no,no,cellular,jun,fri,191.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
14236,35.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,788.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
24723,37.0,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,mon,454.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes
5063,26.0,services,single,basic.9y,no,no,yes,telephone,may,fri,83.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
12425,31.0,entrepreneur,married,basic.6y,no,yes,yes,cellular,jul,mon,782.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
41171,33.0,student,married,professional.course,no,yes,no,telephone,nov,thu,112.0,1,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.031,4963.6,yes
30233,46.0,technician,married,professional.course,no,yes,no,cellular,apr,thu,369.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
30424,25.0,unknown,single,university.degree,no,yes,no,telephone,apr,thu,712.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
35931,56.0,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,867.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
29276,49.0,technician,married,unknown,no,no,no,cellular,apr,fri,378.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
5253,27.0,technician,married,university.degree,no,no,no,telephone,may,fri,125.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9939,48.0,admin.,married,professional.course,no,no,no,telephone,jun,wed,105.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38615,37.0,self-employed,married,professional.course,no,yes,yes,cellular,nov,mon,1024.0,1,5.0,1.0,success,-3.4,92.649,-30.1,0.722,5017.5,yes
5147,51.0,admin.,divorced,unknown,no,unknown,unknown,telephone,may,fri,152.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19905,40.0,admin.,single,university.degree,unknown,yes,no,cellular,aug,fri,876.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
36325,67.0,admin.,married,basic.4y,unknown,no,no,cellular,jun,tue,466.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
36791,40.0,unemployed,married,basic.9y,no,no,no,cellular,jun,mon,143.0,3,999.0,1.0,failure,-2.9,92.963,-40.8,1.26,5076.2,no
10731,38.0,admin.,married,university.degree,no,no,no,telephone,jun,tue,311.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9149,56.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1276.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
12342,45.0,admin.,married,university.degree,no,no,no,telephone,jul,fri,45.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
39342,80.0,retired,married,basic.4y,no,yes,no,cellular,mar,thu,156.0,1,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes
28378,32.0,self-employed,single,university.degree,no,no,no,cellular,apr,thu,394.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
6050,50.0,admin.,divorced,high.school,no,no,no,telephone,may,tue,45.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41067,34.0,admin.,married,university.degree,no,no,no,cellular,nov,mon,230.0,1,999.0,1.0,failure,-1.1,94.767,-50.8,1.05,4963.6,no
11690,43.0,admin.,married,university.degree,no,no,no,telephone,jun,fri,1023.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
34266,30.0,services,single,high.school,no,unknown,unknown,cellular,may,thu,11.0,15,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
4648,33.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,171.0,5,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
36517,29.0,admin.,single,university.degree,no,yes,no,cellular,jun,wed,170.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
24118,37.0,admin.,divorced,university.degree,no,no,yes,cellular,nov,fri,132.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,yes
892,33.0,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,283.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
8975,45.0,unknown,married,unknown,unknown,no,yes,telephone,jun,thu,91.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
21928,29.0,technician,single,professional.course,no,no,no,cellular,aug,wed,111.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40309,37.0,management,married,university.degree,no,yes,no,cellular,jul,fri,292.0,1,6.0,1.0,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
26595,40.0,self-employed,married,university.degree,unknown,yes,yes,cellular,nov,thu,1490.0,3,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
2038,41.0,admin.,divorced,high.school,no,no,no,telephone,may,mon,177.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25293,41.0,technician,single,professional.course,unknown,yes,no,cellular,nov,tue,68.0,2,4.0,1.0,success,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
17600,37.0,services,married,high.school,no,no,yes,cellular,jul,mon,264.0,5,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3588,39.0,admin.,married,high.school,no,no,no,telephone,may,fri,216.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3966,45.0,services,married,basic.9y,no,no,yes,telephone,may,mon,298.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
6806,32.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,245.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28431,45.0,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,317.0,5,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
1009,44.0,services,married,high.school,no,yes,no,telephone,may,wed,78.0,5,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
13635,54.0,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,thu,143.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
14999,36.0,blue-collar,married,basic.6y,no,no,no,cellular,jul,thu,201.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
36234,27.0,admin.,single,university.degree,no,yes,yes,cellular,jun,mon,331.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
35896,37.0,housemaid,single,university.degree,no,no,no,cellular,may,fri,288.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
13497,50.0,management,married,university.degree,no,no,no,cellular,jul,thu,144.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17505,53.0,unemployed,married,basic.6y,unknown,yes,no,cellular,jul,mon,131.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40589,47.0,management,married,university.degree,no,no,no,cellular,sep,thu,362.0,1,17.0,2.0,success,-1.1,94.199,-37.5,0.884,4963.6,yes
25389,34.0,technician,divorced,professional.course,no,yes,no,cellular,nov,tue,83.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
40981,68.0,retired,divorced,high.school,no,yes,no,cellular,oct,mon,222.0,1,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,yes
19544,48.0,services,married,basic.4y,unknown,yes,no,cellular,aug,thu,137.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
38136,81.0,retired,married,basic.4y,no,yes,no,cellular,sep,fri,210.0,1,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,yes
30368,49.0,management,married,university.degree,no,yes,no,cellular,apr,thu,240.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
27534,53.0,retired,married,high.school,no,no,no,cellular,nov,fri,268.0,3,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
10663,31.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,1051.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
15605,26.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,200.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1195,51.0,services,married,unknown,no,yes,no,telephone,may,thu,151.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
35915,33.0,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,70.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
31558,35.0,admin.,single,high.school,no,no,no,cellular,may,thu,923.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
14843,31.0,admin.,single,high.school,no,yes,no,cellular,jul,wed,183.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30352,23.0,student,single,high.school,no,yes,no,cellular,apr,thu,354.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
11278,51.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,16.0,9,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
4294,53.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,182.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
1630,56.0,housemaid,divorced,high.school,no,no,no,telephone,may,fri,390.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
24694,44.0,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,1210.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,yes
30591,56.0,technician,married,professional.course,no,yes,yes,cellular,may,mon,333.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
12370,29.0,admin.,married,basic.9y,no,yes,no,cellular,jul,fri,273.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
7419,30.0,admin.,married,university.degree,no,no,no,telephone,may,fri,864.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
32773,50.0,blue-collar,married,basic.4y,no,yes,yes,cellular,may,mon,197.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
22251,29.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,12.0,15,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
23683,53.0,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,171.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
33434,33.0,technician,single,university.degree,no,yes,no,cellular,may,tue,165.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
37808,43.0,admin.,married,high.school,no,yes,no,cellular,aug,tue,291.0,2,3.0,2.0,success,-2.9,92.201,-31.4,0.838,5076.2,yes
7833,35.0,admin.,single,basic.4y,unknown,yes,no,telephone,jun,mon,143.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
39057,18.0,student,single,basic.9y,no,no,no,cellular,dec,thu,412.0,2,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.7120000000000001,5023.5,yes
21105,45.0,services,married,basic.6y,no,yes,no,cellular,aug,mon,671.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
17316,50.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,fri,282.0,9,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15489,33.0,management,single,university.degree,no,yes,no,cellular,jul,fri,415.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
24069,32.0,management,married,university.degree,no,yes,yes,telephone,nov,tue,15.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,no
19060,53.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,tue,1186.0,4,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
5868,34.0,technician,married,professional.course,no,yes,yes,telephone,may,mon,207.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30133,79.0,retired,married,basic.9y,no,yes,no,cellular,apr,thu,510.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
23389,37.0,technician,married,university.degree,no,no,no,cellular,aug,wed,107.0,4,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39574,48.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,268.0,1,3.0,3.0,success,-1.8,93.876,-40.0,0.6679999999999999,5008.7,yes
21108,33.0,entrepreneur,married,university.degree,no,yes,no,cellular,aug,mon,59.0,7,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41089,50.0,blue-collar,divorced,professional.course,no,yes,no,telephone,nov,tue,301.0,2,7.0,2.0,success,-1.1,94.767,-50.8,1.0490000000000002,4963.6,yes
38341,30.0,technician,single,professional.course,no,yes,no,telephone,oct,fri,169.0,2,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no
30366,49.0,technician,single,university.degree,no,yes,no,cellular,apr,thu,861.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
38289,37.0,technician,married,university.degree,no,yes,no,cellular,oct,wed,364.0,1,999.0,1.0,failure,-3.4,92.431,-26.9,0.742,5017.5,yes
13281,26.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,1139.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
39172,53.0,admin.,divorced,university.degree,no,yes,yes,cellular,mar,thu,431.0,1,999.0,1.0,failure,-1.8,93.369,-34.8,0.654,5008.7,no
40824,25.0,student,single,unknown,no,no,no,cellular,sep,fri,732.0,1,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
39178,34.0,admin.,married,professional.course,no,yes,no,cellular,mar,thu,562.0,3,999.0,1.0,failure,-1.8,93.369,-34.8,0.654,5008.7,yes
28246,44.0,services,divorced,high.school,no,yes,yes,cellular,apr,tue,895.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes
21483,30.0,self-employed,single,university.degree,no,no,no,cellular,aug,tue,58.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
10388,31.0,blue-collar,divorced,high.school,no,no,yes,telephone,jun,mon,27.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
38684,34.0,technician,married,basic.9y,no,yes,no,cellular,nov,fri,126.0,2,999.0,2.0,failure,-3.4,92.649,-30.1,0.716,5017.5,no
38175,71.0,retired,married,basic.4y,no,yes,no,cellular,oct,thu,137.0,1,999.0,1.0,failure,-3.4,92.431,-26.9,0.754,5017.5,yes
14345,35.0,admin.,married,high.school,unknown,no,no,cellular,jul,mon,1336.0,4,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
36735,32.0,management,single,university.degree,no,no,no,cellular,jun,mon,257.0,2,3.0,1.0,success,-2.9,92.963,-40.8,1.281,5076.2,yes
37265,43.0,admin.,single,high.school,no,yes,no,cellular,aug,fri,231.0,3,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8809999999999999,5076.2,yes
27246,48.0,admin.,married,university.degree,no,yes,yes,cellular,nov,fri,89.0,1,999.0,1.0,failure,-0.1,93.2,-42.0,4.021,5195.8,no
27774,67.0,retired,single,university.degree,no,yes,yes,cellular,mar,mon,70.0,22,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,no
19639,34.0,technician,single,professional.course,no,yes,yes,cellular,aug,thu,414.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
37040,40.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,243.0,1,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,yes
13511,46.0,admin.,divorced,university.degree,unknown,yes,yes,telephone,jul,thu,73.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23879,32.0,admin.,single,university.degree,no,unknown,unknown,cellular,aug,fri,107.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
24580,46.0,technician,married,high.school,no,yes,no,cellular,nov,mon,171.0,1,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
18242,30.0,services,single,basic.9y,no,yes,no,cellular,jul,wed,22.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25994,48.0,admin.,married,high.school,no,no,no,cellular,nov,wed,1061.0,4,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
35181,29.0,unemployed,married,university.degree,no,yes,no,cellular,may,fri,317.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
6967,38.0,technician,divorced,professional.course,no,yes,no,telephone,may,thu,1093.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
21398,37.0,technician,married,university.degree,no,yes,no,cellular,aug,tue,158.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
511,43.0,entrepreneur,married,high.school,no,no,no,telephone,may,tue,166.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20262,34.0,admin.,single,university.degree,unknown,yes,yes,cellular,aug,mon,90.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19649,36.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,117.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
25144,35.0,self-employed,married,professional.course,no,yes,no,cellular,nov,tue,91.0,1,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
19005,43.0,admin.,single,university.degree,no,yes,no,cellular,aug,tue,837.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
26818,30.0,technician,single,university.degree,no,no,yes,cellular,nov,thu,399.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
28460,34.0,admin.,single,university.degree,no,yes,no,cellular,apr,tue,461.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
40134,53.0,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,413.0,1,6.0,2.0,success,-1.7,94.215,-40.3,0.84,4991.6,yes
10832,31.0,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,350.0,7,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
12891,34.0,technician,single,university.degree,no,no,no,cellular,jul,tue,116.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
16031,33.0,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,1077.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
39279,30.0,self-employed,married,university.degree,no,yes,no,telephone,mar,mon,577.0,7,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes
40954,48.0,technician,married,professional.course,no,no,no,cellular,oct,thu,491.0,1,6.0,3.0,success,-1.1,94.601,-49.5,0.987,4963.6,yes
41022,23.0,student,single,high.school,no,no,yes,cellular,oct,fri,380.0,1,3.0,1.0,success,-1.1,94.601,-49.5,1.029,4963.6,yes
17274,52.0,services,married,high.school,unknown,yes,no,cellular,jul,fri,946.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
30289,47.0,blue-collar,single,basic.6y,no,no,no,cellular,apr,thu,309.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
